,EUA_xts,EUA_futures_xts,oil_xts,gas_xts,electricity_xts,coal_xts,DAX_xts,BE500_xts,Temp_xts
29/04/2018,0.006653267,0.006822824,0.001337497,0.013862352,-0.131712679,0.006138363,0.000453455,-2.65E-05,-0.003394479
06/05/2018,0.00145055,0.001941038,0.010376566,-0.001752743,-0.029914422,-0.002961555,0.003094075,0.004924101,0.021166138
13/05/2018,0.011401261,0.0118423,0.000644882,0.005135391,0.001240446,0.002395097,0.000885699,0.003233679,-0.005272952
20/05/2018,0.010335192,0.00928185,0.004442251,0.002020213,-0.259045114,0.00313225,0.001513063,0.002665393,0.003020958
27/05/2018,0.006280446,0.005521953,-0.007383842,-0.000128744,0.292315704,0.002975828,-0.002586886,3.46E-05,0.014265443
03/06/2018,-0.004020649,-0.003356607,-0.00566077,0.007820757,0.009586246,0.007602889,-0.001482461,0.000511634,0.001701597
10/06/2018,-0.002397446,-0.002394395,0.000630717,-0.005699971,0.005063518,0.002058254,0.000694939,0.002743063,-8.88E-05
17/06/2018,-0.009522063,-0.009672857,0.001320566,-0.003667179,-0.012802657,0.001761516,0.000838648,0.002547308,-0.001949974
24/06/2018,0.004539617,0.00469692,0.004805437,-0.004932375,0.002647646,-0.001553148,-0.005874961,-0.00454791,-0.008829529
01/07/2018,-0.000222,-6.33E-05,0.012205966,0.000506502,0.008794456,0.00056108,-0.001306901,-0.004881403,0.008344904
08/07/2018,0.008022591,0.007823838,-0.001814203,0.013066708,-0.00443682,0.001608629,0.003079894,0.001416171,0.004033348
15/07/2018,0.000628734,0.000866619,-0.008956897,-0.0013182,0.020524704,0.00239965,0.000299282,0.001855372,0.004411796
22/07/2018,0.011200085,0.01122597,-0.000703472,2.91E-05,0.003203327,0.000322295,-1.60E-05,0.00728602,-7.17E-05
29/07/2018,-0.001722865,-0.001773613,0.001932272,-7.28E-06,0.000440717,-0.001618795,0.002996464,0.000182671,0.005666458
05/08/2018,0.004431528,0.004447488,-0.000152023,3.64E-05,0.018202881,2.03E-05,-0.002414894,0.000163867,0.001915223
12/08/2018,0.003083271,0.002916372,-0.000947779,0.005065956,-0.016146977,0.000243957,-0.002555349,-0.003209948,-0.01046073
19/08/2018,0.002940199,0.003169204,-0.002898107,0.00100035,0.003104341,0.000668742,-0.001037169,-0.004209045,0.004352655
26/08/2018,0.019746659,0.019780042,0.002648068,0.012308733,-0.032521983,0.000967161,0.002298199,0.003263986,-0.018079536
02/09/2018,-0.00429557,-0.004257875,0.00307472,0.005070153,0.047511056,-0.002103853,-0.001588144,0.000533501,0.006802839
09/09/2018,0.026119764,0.025762948,-0.004633177,0.010636666,0.001698306,-0.002197372,-0.004402448,-0.012759289,-0.001868003
16/09/2018,-0.024935377,-0.024721119,0.001687564,-0.005555525,-0.004284232,-0.000227826,0.001521884,-0.001839987,-0.003677496
23/09/2018,0.011226375,0.01145419,0.004524942,0.011745008,-0.067606506,-0.001521212,0.003171865,0.003083333,-0.00663612
30/09/2018,-0.006674225,-0.006913616,0.007926089,-0.008063859,0.064902942,0.000877196,-0.000801428,0.002033382,-0.017151716
07/10/2018,0.004585224,0.004422358,0.000545989,-0.001136545,0.006029393,-0.001633389,-0.003598777,-0.004858012,0.005722735
14/10/2018,-0.019320959,-0.019690033,-0.00630072,-0.007848128,-0.010267243,-0.004906276,-0.005064405,-0.008933271,0.003973208
21/10/2018,0.000446351,0.000744049,-0.003900885,-0.015734543,-0.008209313,0.001085711,-0.000616377,0.002451112,-0.015489739
28/10/2018,-0.015879182,-0.016030594,-0.002851885,0.009492157,-0.034880407,-0.001982192,-0.003049987,-0.0074484,-0.01595029
04/11/2018,-0.000276962,-0.000360226,-0.009008544,-0.00738881,0.037553068,-0.006483913,0.002663034,0.006014762,0.010760852
11/11/2018,0.022878367,0.022894789,-0.005725045,0.000746169,-0.005837958,0.002908134,-0.001367958,-0.001398094,-0.004492854
18/11/2018,-0.008516058,-0.008421544,-0.01033935,0.01259417,-0.018534211,-0.004199298,-0.001470214,-0.004689506,-0.026057083
25/11/2018,0.006972411,0.006996286,-0.013093543,-0.005120831,0.06054597,-0.001794623,0.000303928,6.12E-05,0.001275721
02/12/2018,0.004558657,0.004604147,0.002869447,-0.00418943,-0.071630496,0.000958384,0.00120022,0.005663674,-0.003351999
09/12/2018,0.000577015,0.000645787,-0.002437965,-0.004978573,-0.030032665,0.000581241,-0.009305257,-0.0116239,0.011088428
16/12/2018,0.02111705,0.021157621,-0.00293007,0.011511542,0.093112747,-0.000861078,0.001675668,0.002938448,-0.027590903
23/12/2018,0.003803475,0.005870603,-0.021500487,0.003086694,-0.056174106,-0.001077819,-0.003394424,-0.010640514,0.02134403
30/12/2018,0.000998668,0.000744623,0.005311104,-0.021650098,0.022165265,0.001077819,0.000239958,0.005127173,-0.006433878
06/01/2019,-0.020222749,-0.02095668,0.009051538,0.028393365,0.138513662,-0.004731886,0.003347279,-0.001195791,-0.027452013
13/01/2019,-0.000507862,-0.000860272,0.006912548,0.000520427,-0.066137742,-0.002347329,0.001479933,0.004062594,0.011671939
20/01/2019,0.011892154,0.012080764,0.007804172,0.004754066,0.108920951,0.002754773,0.003799502,0.00404063,-0.021786331
27/01/2019,-0.008602156,-0.008444469,-0.002468025,-0.011846436,-0.046724925,-0.000383445,0.000954662,0.008681043,0.005768719
03/02/2019,-0.002676559,-0.003278969,0.005712003,-0.012132043,-0.019237975,-0.00139868,-0.000716409,0.002210482,0.020623424
10/02/2019,-0.001998035,-0.0018807,-0.00414722,-0.004758568,-0.045789627,-0.002025684,-0.002569916,0.002038015,0.008834655
17/02/2019,-0.015041989,-0.014966443,0.008525087,-0.006843352,0.053214499,-0.002855004,0.004113835,0.00393605,0.003510046
24/02/2019,-0.007168739,-0.007267953,0.000134971,-0.007810457,-0.006262113,-0.00120874,0.002383338,0.001117805,-0.013344529
03/03/2019,0.025344058,0.025098373,0.000701719,-4.73E-05,-0.172135577,0.005384919,0.001314067,-1.69E-05,0.021806363
10/03/2019,-0.001982109,-0.00197337,0.001848261,-0.002625159,0.152364068,-0.004276517,-0.000998103,-0.00206484,0.006196707
17/03/2019,-0.003242744,-0.003163333,0.004747758,-0.01790807,-0.027404476,-0.001615078,0.001869372,0.006650947,0.001400019
24/03/2019,-0.007903801,-0.007886073,0.000164719,-0.011953449,0.001646402,-0.000533951,-0.003899034,-0.002033211,0.004119571
31/03/2019,0.006375202,0.006277745,0.006542581,-0.00341268,0.023298814,-0.012032433,0.003450205,0.002822574,0.002245997
07/04/2019,0.016290923,0.015949183,0.006030066,0.024062118,0.022198598,-0.010401514,0.004222008,0.007983119,0.002828196
14/04/2019,0.013110897,0.012710111,-0.001591763,-0.009111589,-0.008517955,0.007687804,0.000412592,-0.00153717,-0.013865214
21/04/2019,0.004768102,0.00504513,0.004238777,-0.015327554,-0.046742777,0.000296296,0.002944677,0.004552591,0.033268658
28/04/2019,-0.008278508,-0.007713352,-0.004623358,0.016508578,0.178906556,0.003676022,0.001233264,0.00167,-0.012829307
05/05/2019,-0.00500979,-0.005330004,-0.003249689,0.000772302,0.003725214,0.001372317,5.91E-05,-0.000685096,-0.012904791
12/05/2019,-0.000378179,-0.00016981,-0.00253694,9.78E-05,-0.017331023,-0.002340844,-0.004605524,-0.008695754,0.018041545
19/05/2019,0.000368737,0.00063105,0.004886169,-0.010478818,0.023640599,-0.003059036,0.002013688,0.002067938,0.008379922
26/05/2019,0.001474849,0.001076688,-0.009859441,-0.016054198,-0.038518223,-0.000483058,-0.000662772,-0.002179856,0.007197189
02/06/2019,-0.008422779,-0.008889362,-0.014301207,-0.015147973,0.006130451,-0.012515612,-0.00336216,-0.002066609,0.012531489
09/06/2019,7.35E-05,0.00085729,-0.005261709,0.012535585,0.070279027,-0.009076581,0.003530905,0.001252697,-0.00792323
16/06/2019,0.001668844,0.001349208,-0.002418954,-0.001823643,0.040527059,-0.004020697,-0.000132857,-0.002358622,0.003870534
23/06/2019,0.005499501,0.005694505,0.012693043,-0.005985333,-0.027064579,-0.000804453,0.002425445,0.005975452,0.0032925
30/06/2019,0.003784636,0.003775065,0.003511045,-0.016828002,-0.006399239,-0.003815201,0.002123755,0.006315823,0.007311174
07/07/2019,-0.000143036,-0.00026764,-0.001869848,0.021727942,0.011367976,0.012992966,0.000814148,-0.001574177,-0.008948555
14/07/2019,0.01192096,0.012066594,0.004732704,0.029212268,0.021752518,-0.002095741,-0.002131042,-0.001319654,-0.006050253
21/07/2019,-0.000148184,-0.000312184,-0.008776189,-0.037414022,0.003597923,-0.000128008,-0.00100136,0.011133332,0.013344114
28/07/2019,-0.002828288,-0.002874352,0.002692734,-0.005731161,0.009341243,-0.003664452,0.001604047,0.003452521,-0.002047596
04/08/2019,0.002481927,0.002660359,-0.004748545,0.024152708,0.002428225,-0.007070246,-0.008147895,-0.010209952,-0.006766872
11/08/2019,-0.008592559,-0.008658601,-0.001019615,-0.007803246,-0.016471606,-0.003140611,-0.000554406,-0.000661749,0.005624288
18/08/2019,-0.004308293,-0.004462149,0.004044983,-0.014356256,-0.025782912,-0.002455445,-0.00024343,0.001435949,-0.001260425
25/08/2019,-0.004330448,-0.004345172,-0.005415889,-0.010709192,0.040327766,-0.001261838,-0.000269242,-0.001310474,0.004239777
01/09/2019,-1.86E-05,3.72E-05,0.003681263,0.003845111,-0.021865176,-0.001017557,0.003711194,0.006334771,-0.00583523
08/09/2019,-0.00289865,-0.00318038,0.00643111,0.00403077,0.021395096,0.001089963,0.003141768,0.009206242,-0.015461124
15/09/2019,0.009738185,0.010029825,0.007168938,0.023382231,0.005057418,0.000469747,0.002263466,0.00422325,0.002800972
22/09/2019,-0.004199598,-0.00432224,-0.003834728,-0.022210615,-0.009456312,-0.001341051,-0.000293774,-0.000188961,-0.009214319
29/09/2019,-0.006320323,-0.00635607,-0.008533661,-0.00198471,-0.098794602,0.006756575,0.000324277,3.95E-05,0.004021288
06/10/2019,-0.009853393,-0.009565577,-0.005949804,0.009778293,0.100404096,-0.005343392,-0.004004943,-0.003806966,-0.024591246
13/10/2019,0.006036409,0.005729476,0.002495471,-0.015137795,-0.032454981,0.000963069,0.004951963,0.005240775,0.019617984
20/10/2019,0.009458911,0.009293407,-0.002832843,-0.000832406,0.029512036,0.002316231,0.002436295,-0.000872046,-0.008359203
27/10/2019,-0.004746149,-0.004713703,0.007640206,-0.029165301,-0.004244907,-0.000954624,0.002408926,0.007007088,-0.008338074
03/11/2019,0.002504843,0.002600558,0.000141186,0.050512598,-0.013178816,0.000425065,0.00166893,0.002013336,-0.002330296
10/11/2019,-0.003496249,-0.003497174,0.002896261,0.033868175,0.008630257,-0.000886984,0.001419147,0.000489236,-0.020517213
17/11/2019,-0.007966431,-0.007928162,0.000202673,0.010242061,0.000866118,0.001028391,0.000109808,0.003365046,0.00517655
24/11/2019,0.005574169,0.00543792,0.002409916,0.006391106,0.03026594,-0.000531002,3.64E-06,-0.001073002,-0.011308997
01/12/2019,0.000872798,0.001028382,-0.006178369,-0.004190681,-0.014518429,0.001165611,-0.001779935,-0.001339463,-0.020533808
08/12/2019,0.002528615,0.001778508,0.012204305,-0.039157965,-0.123455495,-0.003828582,0.001698341,0.007922112,0.011033169
15/12/2019,-0.002800834,-0.001975766,0.001586284,-0.012918971,0.079744121,0.00028715,0.002589321,0.005530008,0.001111312
22/12/2019,0.010474722,0.010785388,0.001438054,0.001084384,-0.072998411,-0.000899267,-0.000632637,0.001653193,0.008973201
29/12/2019,-0.005374858,-0.005346705,0.001294091,-0.001228718,0.006106667,0.002857953,-0.000307115,-0.000695616,-0.033595256
05/01/2020,-0.006306074,-0.006058119,0.003628069,-0.016014532,0.057083084,3.54E-05,-0.001304179,0.00030119,0.007812781
12/01/2020,-0.001789055,-0.002209125,-0.010599822,0.009597432,-0.001695989,0.009175581,0.003267418,0.001323208,-0.001700761
19/01/2020,0.006478357,0.006056137,0.000643114,-0.005229964,0.023861953,-0.003763153,0.000838202,0.00131636,-0.000143503
26/01/2020,-0.004279606,-0.003866413,-0.011719641,-0.009054666,-0.024584127,-0.001712525,-0.002260625,-0.002853096,0.006534729
02/02/2020,-0.006476051,-0.006591216,-0.00857117,-0.008728964,-0.043440986,-0.004337818,-0.003302834,-0.002643172,0.029470988
09/02/2020,-0.00124892,-0.001244817,-0.000291971,-0.020912793,-0.179379917,0.002534742,0.005133299,0.010030527,-0.023936623
16/02/2020,0.009061764,0.009059952,0.010170959,-0.003853887,0.190633172,0.003534773,0.003576357,0.006648838,0.00714107
23/02/2020,0.004041231,0.003606078,0.00455163,0.019024145,0.339671313,-0.001691718,-0.004280987,-0.004431057,-0.004418848
01/03/2020,-0.008052917,-0.007713248,-0.020763576,-0.002070064,0.021770591,-0.002687491,-0.015367066,-0.014161685,-0.005803226
08/03/2020,-0.001302225,-0.001503987,-0.044849956,-0.013651344,0.015991313,-0.002811813,-0.011762122,-0.007190701,-0.001958655
15/03/2020,-0.020092778,-0.019754682,-0.018012625,0.013583519,-0.024826992,0.000508777,-0.02927107,-0.018302318,-0.004625871
22/03/2020,-0.046639776,-0.045707324,-0.047667795,-0.024523562,-0.213224488,0.00202124,0.00052535,0.000218568,0.023119012
29/03/2020,0.009394714,0.009507881,-0.020574245,-0.018769687,0.045325026,0.004430858,0.014654822,0.015927918,0.01496996
05/04/2020,0.021842251,0.021419664,0.041282798,-0.025236687,-0.042327913,-0.007377221,0.001995505,-2.74E-05,0.013308116
12/04/2020,0.007600843,0.00754778,-0.03069573,-0.01725625,-0.055215891,-0.003072483,0.011795085,0.010109309,0.010606085
19/04/2020,0.020243659,0.019749996,-0.049978321,-0.040624418,0.00411173,-0.006369771,-0.001042828,0.009999361,0.007827768
26/04/2020,0.005714674,0.005272626,0.070132392,0.044967938,0.23487011,-0.025072542,0.005810911,0.007152378,0.001053449
03/05/2020,-0.007332539,-0.006951615,0.049029606,0.027839917,0.004846814,-0.008768108,0.000182471,-0.001567976,0.007558826
10/05/2020,-0.001746941,-0.001747038,0.028148414,-0.006800408,-0.089794468,0.001954428,0.00381531,0.007122739,0.009136458
17/05/2020,0.005646103,0.005960848,0.033907902,-0.004432715,0.048371738,-0.000741395,0.000124791,-0.00239704,-0.008428854
24/05/2020,0.014105669,0.013698466,0.013662967,-0.048590353,-0.130684002,0.00271322,0.00388253,0.009899895,0.017834606
31/05/2020,0.001332181,0.001817335,0.004397818,-0.015089797,-0.160202083,0.006670713,0.006418188,1.41E-05,0.005612879
07/06/2020,0.005547762,0.007161162,0.010102818,0.036623671,0.234641917,0.001739001,0.011894376,0.009203856,0.007722934
14/06/2020,-0.003051854,-0.004870361,-0.006577487,0.010565681,-0.001464745,-0.004834139,-0.010450283,-0.00408951,0.005198857
21/06/2020,0.014221471,0.014041999,0.012971894,-0.002654725,-0.006928622,-0.000447688,0.004267502,0.008145701,-0.00079787
28/06/2020,0.008965264,0.009589047,-0.003202244,0.003660444,-0.010519999,-0.000359163,-0.00117956,0.000321544,0.005022434
05/07/2020,0.014291793,0.013895675,0.006387984,-0.011551767,-0.115818192,-0.00196049,0.00556246,0.007718113,-0.007479187
12/07/2020,0.000621902,9.81E-05,-0.002095464,-0.01294107,0.12468296,-0.000862913,0.000894191,0.003793476,-0.005735597
19/07/2020,-0.012912009,-0.011967126,0.000589434,0.00591494,-0.005192282,-0.000547696,0.002884349,-0.004078147,0.006528448
26/07/2020,-0.006903008,-0.006996698,-0.0007103,-0.001546907,-0.001875995,0.00027411,-0.001835545,-0.003754849,0.011797453
02/08/2020,0.003995747,0.003977718,-0.003206439,0.006785536,0.017308404,0.000592108,-0.003408419,-0.005991978,-0.013619083
09/08/2020,0.002387943,0.002395266,0.003273599,0.058039248,0.001007951,-0.004572188,0.001671542,0.001580117,0.00639094
16/08/2020,-0.003101178,-0.003361074,0.00182802,0.008467633,0.012494567,-0.000847261,0.002577402,0.002776893,-0.011607976
23/08/2020,0.004671249,0.005188847,0.000595377,-0.010500016,0.014654519,-0.001996705,0.000571205,-0.000857658,0.00690789
30/08/2020,0.010664146,0.00995953,-0.000953798,0.049537183,0.027043383,0.004198514,9.57E-05,-0.001427239,0.002515408
06/09/2020,-0.009128697,-0.009941899,-0.014450221,0.011465977,-0.030863494,-0.00729581,0.000437034,-0.003141152,-0.018390034
13/09/2020,0.012979176,0.013594903,-0.00417828,-0.026639799,0.028383597,0.005988184,0.001987338,0.002046056,0.006409308
20/09/2020,-0.014124789,-0.013771313,0.01060524,0.0237307,0.020020947,0.00434334,-0.005102215,-0.002395415,-0.020568493
27/09/2020,0.001391162,0.00084479,0.003732772,0.013548608,-0.036692513,0.012080857,3.67E-05,0.002671726,0.009622282
04/10/2020,-0.00123199,-0.00222832,-0.008667509,0.010382866,-0.055302831,0.002446315,0.000502784,0.003648655,-0.020028195
11/10/2020,-0.006084556,-0.004803135,0.004215904,0.005546603,0.05421046,-0.002195615,0.003613807,0.005369172,0.010504542
18/10/2020,-0.004820819,-0.005333352,0.004287149,0.014861948,-0.007055337,-0.000167084,-0.002601641,-0.000671951,-0.001025472
25/10/2020,-0.003261148,-0.002918907,-0.00741569,0.006739842,-0.02199486,0.002568101,-0.00611509,-0.007330873,-0.00461702
01/11/2020,-0.004319727,-0.004523559,-0.007197684,-0.034061391,-0.070275754,0.003246893,-0.007396984,-0.001146359,-0.020400756
08/11/2020,0.014380001,0.014552739,0.007961127,0.015499473,0.093036606,0.006088305,0.013710399,0.014042938,-0.003193542
15/11/2020,0.004512219,0.00254416,0.006061387,-0.000339624,-0.064919873,0.000843496,0.00249733,0.00204872,-0.005499388
22/11/2020,0.000334498,0.0023062,0.006131571,-0.005440744,0.060884548,0.002501011,0.000135156,-0.000166116,-0.002665129
29/11/2020,0.008780599,0.008173309,0.007252406,0.015315003,0.025674368,0.010393534,0.00189788,0.001332143,0.006379869
06/12/2020,0.004812759,0.005125323,-0.000514982,0.009710789,-0.022117307,0.01481729,-0.000275974,0.005655269,-0.021321986
13/12/2020,0.00439256,0.004622182,0.002741825,0.005534147,-0.005668127,0.005163887,-0.001008764,-0.001883257,0.007800398
20/12/2020,0.00049528,0.000526806,0.002968535,0.000786885,-0.014723269,0.002707418,0.0020169,0.002592143,0.01274811
25/12/2020,0.00983836,0.012472329,0.000295989,0.027254831,-0.141120387,0.003289446,0.004350072,0.004998637,-0.009622234
31/12/2020,-0.007213888,-0.002338368,0.003392785,0.030892095,0.052641999,-0.010565488,-0.000562427,0.001233396,-0.014137855
